date,year,month,strategy,action,buy_type,stock,price,amount
2010-02-02,2010,2,Timed HODL,BUY,fallback,ADANIPORTS,113.91,289.47
2010-02-02,2010,2,Timed HODL,BUY,fallback,ADSL,203.91,289.47
2010-02-02,2010,2,Timed HODL,BUY,fallback,ANANTRAJ,46.97,289.47
2010-02-02,2010,2,Timed HODL,BUY,fallback,APOLLOHOSP,320.29,289.47
2010-02-02,2010,2,Timed HODL,BUY,fallback,BAJFINANCE,2.66,289.47
2010-02-02,2010,2,Timed HODL,BUY,fallback,CEMPRO,18.51,289.47
2010-02-02,2010,2,Timed HODL,BUY,fallback,CHOLAFIN,11.27,289.47
2010-02-02,2010,2,Timed HODL,BUY,fallback,COFORGE,24.38,289.47
2010-02-02,2010,2,Timed HODL,BUY,fallback,ECLERX,66.49,289.47
2010-02-02,2010,2,Timed HODL,BUY,fallback,FIEMIND,37.45,289.47
2010-02-02,2010,2,Timed HODL,BUY,fallback,FSL,24.22,289.47
2010-02-02,2010,2,Timed HODL,BUY,fallback,GESHIP,166.41,289.47
2010-02-02,2010,2,Timed HODL,BUY,fallback,GODFRYPHLP,103.39,289.47
2010-02-02,2010,2,Timed HODL,BUY,fallback,HINDCOPPER,531.41,289.47
2010-02-02,2010,2,Timed HODL,BUY,fallback,HINDZINC,37.47,289.47
2010-02-02,2010,2,Timed HODL,BUY,fallback,INDRAMEDCO,28.59,289.47
2010-02-02,2010,2,Timed HODL,BUY,fallback,JKTYRE,25.41,289.47
2010-02-02,2010,2,Timed HODL,BUY,fallback,KARURVYSYA,23.22,289.47
2010-02-02,2010,2,Timed HODL,BUY,fallback,LTFOODS,5.42,289.47
2010-02-02,2010,2,Timed HODL,BUY,fallback,LUMAXIND,142.0,289.47
2010-02-02,2010,2,Timed HODL,BUY,fallback,LUMAXTECH,12.39,289.47
2010-02-02,2010,2,Timed HODL,BUY,fallback,MAHABANK,36.62,289.47
2010-02-02,2010,2,Timed HODL,BUY,fallback,MPSLTD,33.63,289.47
2010-02-02,2010,2,Timed HODL,BUY,fallback,NATIONALUM,44.65,289.47
2010-02-02,2010,2,Timed HODL,BUY,fallback,NESCO,105.08,289.47
2010-02-02,2010,2,Timed HODL,BUY,fallback,NMDC,43.39,289.47
2010-02-02,2010,2,Timed HODL,BUY,fallback,PGIL,34.27,289.47
