date,year,month,strategy,action,buy_type,stock,price,amount
2010-02-02,2010,2,Timed HODL,BUY,fallback,ACE,32.93,203.7
2010-02-02,2010,2,Timed HODL,BUY,fallback,ADANIPOWER,20.36,203.7
2010-02-02,2010,2,Timed HODL,BUY,fallback,AHLUCONT,195.88,203.7
2010-02-02,2010,2,Timed HODL,BUY,fallback,AJMERA,30.79,203.7
2010-02-02,2010,2,Timed HODL,BUY,fallback,AMJLAND,18.07,203.7
2010-02-02,2010,2,Timed HODL,BUY,fallback,ANANTRAJ,46.97,203.7
2010-02-02,2010,2,Timed HODL,BUY,fallback,BAJAJHLDNG,408.7,203.7
2010-02-02,2010,2,Timed HODL,BUY,fallback,BIRLAMONEY,54.4,203.7
2010-02-02,2010,2,Timed HODL,BUY,fallback,CEMPRO,18.51,203.7
2010-02-02,2010,2,Timed HODL,BUY,fallback,COFORGE,24.38,203.7
2010-02-02,2010,2,Timed HODL,BUY,fallback,DVL,104.32,203.7
2010-02-02,2010,2,Timed HODL,BUY,fallback,ECLERX,66.49,203.7
2010-02-02,2010,2,Timed HODL,BUY,fallback,ELECON,32.85,203.7
2010-02-02,2010,2,Timed HODL,BUY,fallback,FIEMIND,37.45,203.7
2010-02-02,2010,2,Timed HODL,BUY,fallback,FSL,24.22,203.7
2010-02-02,2010,2,Timed HODL,BUY,fallback,GANESHHOU,72.1,203.7
2010-02-02,2010,2,Timed HODL,BUY,fallback,GENUSPOWER,14.66,203.7
2010-02-02,2010,2,Timed HODL,BUY,fallback,GEOJITFSL,22.74,203.7
2010-02-02,2010,2,Timed HODL,BUY,fallback,GESHIP,166.41,203.7
2010-02-02,2010,2,Timed HODL,BUY,fallback,GODFRYPHLP,103.39,203.7
2010-02-02,2010,2,Timed HODL,BUY,fallback,GOLDBEES,16.49,203.7
2010-02-02,2010,2,Timed HODL,BUY,fallback,HDFCBANK,69.38,203.7
2010-02-02,2010,2,Timed HODL,BUY,fallback,HINDCOPPER,531.41,203.7
2010-02-02,2010,2,Timed HODL,BUY,fallback,HINDZINC,37.47,203.7
2010-02-02,2010,2,Timed HODL,BUY,fallback,INDIANCARD,101.0,203.7
2010-02-02,2010,2,Timed HODL,BUY,fallback,INDOTECH,275.15,203.7
2010-02-02,2010,2,Timed HODL,BUY,fallback,INDRAMEDCO,28.59,203.7
2010-02-02,2010,2,Timed HODL,BUY,fallback,JINDRILL,508.42,203.7
2010-02-02,2010,2,Timed HODL,BUY,fallback,JKTYRE,25.41,203.7
2010-02-02,2010,2,Timed HODL,BUY,fallback,JSWENERGY,83.96,203.7
2010-02-02,2010,2,Timed HODL,BUY,fallback,KARURVYSYA,23.22,203.7
2010-02-02,2010,2,Timed HODL,BUY,fallback,KRBL,18.11,203.7
2010-02-02,2010,2,Timed HODL,BUY,fallback,LUMAXIND,142.0,203.7
2010-02-02,2010,2,Timed HODL,BUY,fallback,MAHABANK,36.62,203.7
2010-02-02,2010,2,Timed HODL,BUY,fallback,MAHSEAMLES,138.54,203.7
2010-02-02,2010,2,Timed HODL,BUY,fallback,MOTILALOFS,151.52,203.7
2010-02-02,2010,2,Timed HODL,BUY,fallback,NATIONALUM,44.65,203.7
2010-02-02,2010,2,Timed HODL,BUY,fallback,NMDC,43.39,203.7
2010-02-02,2010,2,Timed HODL,BUY,fallback,PGIL,34.27,203.7
2010-02-02,2010,2,Timed HODL,BUY,fallback,RANEHOLDIN,108.73,203.7
2010-02-02,2010,2,Timed HODL,BUY,fallback,REDINGTON,20.13,203.7
