date,year,month,strategy,action,buy_type,stock,price,amount
2010-02-02,2010,2,Timed HODL,BUY,fallback,AHLUCONT,195.88,423.08
2010-02-02,2010,2,Timed HODL,BUY,fallback,AJMERA,30.79,423.08
2010-02-02,2010,2,Timed HODL,BUY,fallback,ANANTRAJ,46.97,423.08
2010-02-02,2010,2,Timed HODL,BUY,fallback,CEMPRO,18.51,423.08
2010-02-02,2010,2,Timed HODL,BUY,fallback,COFORGE,24.38,423.08
2010-02-02,2010,2,Timed HODL,BUY,fallback,ECLERX,66.49,423.08
2010-02-02,2010,2,Timed HODL,BUY,fallback,FIEMIND,37.45,423.08
2010-02-02,2010,2,Timed HODL,BUY,fallback,FSL,24.22,423.08
2010-02-02,2010,2,Timed HODL,BUY,fallback,GESHIP,166.41,423.08
2010-02-02,2010,2,Timed HODL,BUY,fallback,GODFRYPHLP,103.39,423.08
2010-02-02,2010,2,Timed HODL,BUY,fallback,HINDCOPPER,531.41,423.08
2010-02-02,2010,2,Timed HODL,BUY,fallback,HINDZINC,37.47,423.08
2010-02-02,2010,2,Timed HODL,BUY,fallback,INDRAMEDCO,28.59,423.08
2010-02-02,2010,2,Timed HODL,BUY,fallback,JKTYRE,25.41,423.08
2010-02-02,2010,2,Timed HODL,BUY,fallback,KARURVYSYA,23.22,423.08
2010-02-02,2010,2,Timed HODL,BUY,fallback,LUMAXIND,142.0,423.08
2010-02-02,2010,2,Timed HODL,BUY,fallback,MAHABANK,36.62,423.08
2010-02-02,2010,2,Timed HODL,BUY,fallback,NATIONALUM,44.65,423.08
2010-02-02,2010,2,Timed HODL,BUY,fallback,NMDC,43.39,423.08
2010-02-02,2010,2,Timed HODL,BUY,fallback,PGIL,34.27,423.08
2010-02-02,2010,2,Timed HODL,BUY,fallback,REDINGTON,20.13,423.08
2010-02-02,2010,2,Timed HODL,BUY,fallback,RSYSTEMS,5.16,423.08
2010-02-02,2010,2,Timed HODL,BUY,fallback,SOLARINDS,76.21,423.08
2010-02-02,2010,2,Timed HODL,BUY,fallback,TIMETECHNO,21.06,423.08
2010-02-02,2010,2,Timed HODL,BUY,fallback,TVSMOTOR,30.35,423.08
2010-02-02,2010,2,Timed HODL,BUY,fallback,USHAMART,75.24,423.08
2010-03-31,2010,3,Timed HODL,BUY,fallback,AHLUCONT,208.39,211.54
2010-03-31,2010,3,Timed HODL,BUY,fallback,AJMERA,26.22,211.54
2010-03-31,2010,3,Timed HODL,BUY,fallback,ANANTRAJ,48.56,211.54
2010-03-31,2010,3,Timed HODL,BUY,fallback,CEMPRO,18.3,211.54
2010-03-31,2010,3,Timed HODL,BUY,fallback,COFORGE,24.63,211.54
2010-03-31,2010,3,Timed HODL,BUY,fallback,ECLERX,70.76,211.54
2010-03-31,2010,3,Timed HODL,BUY,fallback,FIEMIND,41.11,211.54
2010-03-31,2010,3,Timed HODL,BUY,fallback,FSL,22.25,211.54
2010-03-31,2010,3,Timed HODL,BUY,fallback,GESHIP,175.0,211.54
2010-03-31,2010,3,Timed HODL,BUY,fallback,GODFRYPHLP,105.87,211.54
2010-03-31,2010,3,Timed HODL,BUY,fallback,HINDCOPPER,488.68,211.54
2010-03-31,2010,3,Timed HODL,BUY,fallback,HINDZINC,41.07,211.54
2010-03-31,2010,3,Timed HODL,BUY,fallback,INDRAMEDCO,28.81,211.54
2010-03-31,2010,3,Timed HODL,BUY,fallback,JKTYRE,29.63,211.54
2010-03-31,2010,3,Timed HODL,BUY,fallback,KARURVYSYA,27.05,211.54
2010-03-31,2010,3,Timed HODL,BUY,fallback,LUMAXIND,137.05,211.54
2010-03-31,2010,3,Timed HODL,BUY,fallback,MAHABANK,34.6,211.54
2010-03-31,2010,3,Timed HODL,BUY,fallback,NATIONALUM,47.73,211.54
2010-03-31,2010,3,Timed HODL,BUY,fallback,NMDC,26.46,211.54
2010-03-31,2010,3,Timed HODL,BUY,fallback,PGIL,33.74,211.54
2010-03-31,2010,3,Timed HODL,BUY,fallback,REDINGTON,24.69,211.54
2010-03-31,2010,3,Timed HODL,BUY,fallback,RSYSTEMS,5.91,211.54
2010-03-31,2010,3,Timed HODL,BUY,fallback,SOLARINDS,78.08,211.54
2010-03-31,2010,3,Timed HODL,BUY,fallback,TIMETECHNO,19.98,211.54
2010-03-31,2010,3,Timed HODL,BUY,fallback,TVSMOTOR,34.4,211.54
2010-03-31,2010,3,Timed HODL,BUY,fallback,USHAMART,93.97,211.54
2010-05-03,2010,5,Timed HODL,BUY,fallback,AHLUCONT,229.25,407.41
2010-05-03,2010,5,Timed HODL,BUY,fallback,AJMERA,28.5,407.41
2010-05-03,2010,5,Timed HODL,BUY,fallback,ANANTRAJ,45.59,407.41
2010-05-03,2010,5,Timed HODL,BUY,fallback,CEMPRO,24.41,407.41
2010-05-03,2010,5,Timed HODL,BUY,fallback,COFORGE,27.8,407.41
2010-05-03,2010,5,Timed HODL,BUY,fallback,ECLERX,78.17,407.41
2010-05-03,2010,5,Timed HODL,BUY,fallback,FIEMIND,44.35,407.41
2010-05-03,2010,5,Timed HODL,BUY,fallback,FSL,23.72,407.41
2010-05-03,2010,5,Timed HODL,BUY,fallback,GESHIP,193.35,407.41
