date,year,month,strategy,action,buy_type,stock,price,amount
2011-10-13,2011,10,Timed Entry+Exit,BUY,,RANEHOLDIN,154.28,39658.96
2011-11-01,2011,11,Timed Entry+Exit,BUY,,DVL,81.83,3025.0
2011-11-01,2011,11,Timed Entry+Exit,BUY,,SUNFLAG,24.94,3025.0
2011-11-01,2011,11,Timed HODL,BUY,signal,DVL,81.83,3025.0
2011-11-01,2011,11,Timed HODL,BUY,signal,SUNFLAG,24.94,3025.0
2011-11-04,2011,11,Timed Entry+Exit,SELL,,DVL,76.21,2814.45
2011-11-04,2011,11,Timed Entry+Exit,BUY,,HILTON,12.26,2814.45
2011-11-11,2011,11,Timed Entry+Exit,SELL,,RANEHOLDIN,143.48,36846.64
2011-11-16,2011,11,Timed Entry+Exit,SELL,,EIMCOELECO,138.32,5664.37
2011-11-16,2011,11,Timed Entry+Exit,SELL,,HBLENGINE,15.09,40880.93
2011-11-16,2011,11,Timed Entry+Exit,SELL,,SUNFLAG,23.88,2892.63
2011-11-21,2011,11,Timed Entry+Exit,SELL,,HILTON,11.32,2594.6
2011-11-23,2011,11,Timed Entry+Exit,BUY,,INDIANCARD,57.28,88879.18
2011-11-24,2011,11,Timed Entry+Exit,SELL,,INDIANCARD,52.99,82144.5
2011-11-25,2011,11,Timed Entry+Exit,BUY,,V2RETAIL,2.27,82144.5
2011-12-01,2011,12,Timed Entry+Exit,BUY,,ACE,34.23,3025.0
2011-12-01,2011,12,Timed Entry+Exit,BUY,,OBEROIRLTY,206.41,3025.0
2011-12-01,2011,12,Timed HODL,BUY,signal,ACE,34.23,3025.0
2011-12-01,2011,12,Timed HODL,BUY,signal,OBEROIRLTY,206.41,3025.0
2011-12-12,2011,12,Timed Entry+Exit,SELL,,V2RETAIL,1.63,59106.62
2011-12-15,2011,12,Timed Entry+Exit,BUY,,GANESHHOU,60.4,62077.06
2011-12-15,2011,12,Timed Entry+Exit,SELL,,OBEROIRLTY,202.89,2970.45
2011-12-16,2011,12,Timed Entry+Exit,SELL,,ACE,25.31,2234.88
2011-12-20,2011,12,Timed Entry+Exit,SELL,,GANESHHOU,51.66,53045.55
2011-12-26,2011,12,Timed Entry+Exit,BUY,,SHILPAMED,26.6,55280.43
2012-01-02,2012,1,Timed Entry+Exit,BUY,,ELECON,23.24,3327.5
2012-01-02,2012,1,Timed Entry+Exit,BUY,,INDIANCARD,52.24,3327.5
2012-01-02,2012,1,Timed HODL,BUY,signal,ELECON,23.24,3327.5
2012-01-02,2012,1,Timed HODL,BUY,signal,INDIANCARD,52.24,3327.5
2012-02-24,2012,2,Timed Entry+Exit,SELL,,INDIANCARD,91.17,5802.07
2012-02-27,2012,2,Timed Entry+Exit,SELL,,SHILPAMED,32.51,67499.32
2012-03-01,2012,3,Timed Entry+Exit,SELL,,ELECON,26.33,3766.99
2012-04-02,2012,4,Timed HODL,BUY,fallback,ACE,29.47,1663.75
2012-04-02,2012,4,Timed HODL,BUY,fallback,ADANIPOWER,13.72,1663.75
2012-04-02,2012,4,Timed HODL,BUY,fallback,DVL,73.82,1663.75
2012-04-02,2012,4,Timed HODL,BUY,fallback,EIMCOELECO,145.4,1663.75
2012-04-02,2012,4,Timed HODL,BUY,fallback,ELECON,25.83,1663.75
2012-04-02,2012,4,Timed HODL,BUY,fallback,GENUSPOWER,10.23,1663.75
2012-04-02,2012,4,Timed HODL,BUY,fallback,HBLENGINE,13.89,1663.75
2012-04-02,2012,4,Timed HODL,BUY,fallback,SUNFLAG,23.34,1663.75
2012-04-02,2012,4,Timed HODL,BUY,fallback,SUZLON,23.69,1663.75
2012-04-02,2012,4,Timed HODL,BUY,fallback,TAJGVK,71.91,1663.75
2012-04-02,2012,4,Timed HODL,BUY,fallback,V2RETAIL,1.19,1663.75
2012-04-09,2012,4,Timed Entry+Exit,BUY,,SKMEGGPROD,3.18,97033.39
2012-04-09,2012,4,Timed HODL,BUY,signal,SKMEGGPROD,3.18,1663.75
2012-04-25,2012,4,Timed Entry+Exit,SELL,,SKMEGGPROD,3.04,92752.12
2012-05-10,2012,5,Timed Entry+Exit,BUY,,MUTHOOTFIN,86.82,99407.12
2012-05-10,2012,5,Timed HODL,BUY,signal,MUTHOOTFIN,86.82,6655.0
2012-06-06,2012,6,Timed Entry+Exit,BUY,,SKMEGGPROD,2.88,6655.0
2012-06-06,2012,6,Timed HODL,BUY,signal,SKMEGGPROD,2.88,6655.0
2012-07-03,2012,7,Timed Entry+Exit,BUY,,AMJLAND,12.95,6655.0
2012-07-03,2012,7,Timed HODL,BUY,signal,AMJLAND,12.95,6655.0
2012-08-10,2012,8,Timed Entry+Exit,BUY,,HILTON,10.02,3327.5
2012-08-10,2012,8,Timed Entry+Exit,BUY,,JINDRILL,260.49,3327.5
2012-08-10,2012,8,Timed HODL,BUY,signal,HILTON,10.02,3327.5
2012-08-10,2012,8,Timed HODL,BUY,signal,JINDRILL,260.49,3327.5
2012-08-17,2012,8,Timed Entry+Exit,SELL,,JINDRILL,252.44,3221.48
2012-08-17,2012,8,Timed Entry+Exit,BUY,,SKMEGGPROD,2.84,3221.48
2012-08-21,2012,8,Timed Entry+Exit,SELL,,AMJLAND,11.15,5727.77
2012-09-06,2012,9,Timed Entry+Exit,BUY,,SUNFLAG,19.75,12382.77
2012-09-06,2012,9,Timed HODL,BUY,signal,SUNFLAG,19.75,6655.0
2012-10-17,2012,10,Timed Entry+Exit,SELL,,SKMEGGPROD,3.09,10626.98
2012-10-23,2012,10,Timed Entry+Exit,SELL,,MUTHOOTFIN,131.26,150137.61
2012-10-31,2012,10,Timed Entry+Exit,SELL,,SUNFLAG,20.92,13099.85
2012-11-30,2012,11,Timed Entry+Exit,SELL,,HILTON,9.72,3223.73
2012-12-05,2012,12,Timed Entry+Exit,BUY,,JINDRILL,241.04,197053.17
2012-12-05,2012,12,Timed HODL,BUY,signal,JINDRILL,241.04,19965.0
2013-01-09,2013,1,Timed Entry+Exit,BUY,,MAHSEAMLES,112.29,7320.5
2013-01-09,2013,1,Timed HODL,BUY,signal,MAHSEAMLES,112.29,7320.5
2013-01-14,2013,1,Timed Entry+Exit,SELL,,MAHSEAMLES,106.62,6944.26
2013-02-07,2013,2,Timed Entry+Exit,BUY,,RKFORGE,19.36,14264.76
2013-02-07,2013,2,Timed HODL,BUY,signal,RKFORGE,19.36,7320.5
2013-02-15,2013,2,Timed Entry+Exit,SELL,,RKFORGE,17.96,13220.68
2013-02-25,2013,2,Timed Entry+Exit,BUY,,JINDRILL,213.1,13220.68
2013-02-26,2013,2,Timed Entry+Exit,SELL,,JINDRILL,204.42,179616.6
2013-03-05,2013,3,Timed Entry+Exit,BUY,,MAHSEAMLES,89.83,186937.1
2013-03-05,2013,3,Timed HODL,BUY,signal,MAHSEAMLES,89.83,7320.5
2013-04-02,2013,4,Timed Entry+Exit,BUY,,JINDRILL,222.22,7320.5
2013-04-02,2013,4,Timed HODL,BUY,signal,JINDRILL,222.22,7320.5
2013-05-06,2013,5,Timed Entry+Exit,BUY,,JUBLFOOD,109.57,7320.5
2013-05-06,2013,5,Timed HODL,BUY,signal,JUBLFOOD,109.57,7320.5
2013-05-10,2013,5,Timed Entry+Exit,SELL,,JUBLFOOD,100.02,6675.78
2013-05-13,2013,5,Timed Entry+Exit,BUY,,HILTON,7.97,6675.78
2013-05-29,2013,5,Timed Entry+Exit,SELL,,JINDRILL,195.15,6422.33
2013-06-28,2013,6,Timed Entry+Exit,BUY,,JUBLFOOD,101.96,13742.83
2013-06-28,2013,6,Timed HODL,BUY,signal,JUBLFOOD,101.96,7320.5
2013-07-02,2013,7,Timed Entry+Exit,BUY,,OBEROIRLTY,195.2,3660.25
2013-07-02,2013,7,Timed Entry+Exit,BUY,,SUZLON,8.59,3660.25
2013-07-02,2013,7,Timed HODL,BUY,signal,OBEROIRLTY,195.2,3660.25
2013-07-02,2013,7,Timed HODL,BUY,signal,SUZLON,8.59,3660.25
2013-07-23,2013,7,Timed Entry+Exit,SELL,,OBEROIRLTY,182.85,3425.21
2013-07-29,2013,7,Timed Entry+Exit,SELL,,MAHSEAMLES,80.94,168258.04
2013-07-29,2013,7,Timed Entry+Exit,BUY,,OBEROIRLTY,189.55,174499.02
2013-07-29,2013,7,Timed Entry+Exit,SELL,,SUZLON,6.61,2815.77
2013-08-01,2013,8,Timed Entry+Exit,BUY,,AMJLAND,9.08,10902.11
2013-08-01,2013,8,Timed Entry+Exit,SELL,,JUBLFOOD,107.56,14483.73
2013-08-01,2013,8,Timed Entry+Exit,BUY,,KRBL,17.4,10902.11
2013-08-01,2013,8,Timed HODL,BUY,signal,AMJLAND,9.08,3660.25
2013-08-01,2013,8,Timed HODL,BUY,signal,KRBL,17.4,3660.25
2013-08-06,2013,8,Timed Entry+Exit,SELL,,OBEROIRLTY,160.74,147828.97
2013-08-07,2013,8,Timed Entry+Exit,SELL,,HILTON,7.79,6522.54
2013-08-12,2013,8,Timed Entry+Exit,BUY,,MUTHOOTFIN,68.85,77175.75
2013-08-12,2013,8,Timed Entry+Exit,BUY,,SUZLON,6.24,77175.75
2013-09-02,2013,9,Timed Entry+Exit,BUY,,JINDRILL,145.67,7320.5
2013-09-02,2013,9,Timed HODL,BUY,signal,JINDRILL,145.67,7320.5
2013-09-11,2013,9,Timed Entry+Exit,SELL,,AMJLAND,7.53,9035.91
2013-09-11,2013,9,Timed Entry+Exit,BUY,,GEOJITFSL,12.78,4517.96
2013-09-11,2013,9,Timed Entry+Exit,BUY,,V2RETAIL,0.72,4517.96
2013-09-12,2013,9,Timed Entry+Exit,BUY,,INDIANCARD,61.0,2194.03
2013-09-12,2013,9,Timed Entry+Exit,BUY,,OBEROIRLTY,161.96,2194.03
2013-09-12,2013,9,Timed Entry+Exit,SELL,,V2RETAIL,0.7,4388.07
2013-09-30,2013,9,Timed Entry+Exit,SELL,,GEOJITFSL,11.8,4168.15
2013-10-03,2013,10,Timed Entry+Exit,BUY,,RKFORGE,12.44,11488.65
2013-10-03,2013,10,Timed HODL,BUY,signal,RKFORGE,12.44,7320.5
2013-10-15,2013,10,Timed Entry+Exit,SELL,,MUTHOOTFIN,69.47,77783.13
2013-10-21,2013,10,Timed Entry+Exit,SELL,,INDIANCARD,58.4,2098.63
2013-10-30,2013,10,Timed Entry+Exit,SELL,,RKFORGE,11.89,10972.77
2013-11-05,2013,11,Timed Entry+Exit,BUY,,SUNFLAG,16.84,98175.03
2013-11-05,2013,11,Timed HODL,BUY,signal,SUNFLAG,16.84,7320.5
2013-11-13,2013,11,Timed Entry+Exit,SELL,,SUZLON,7.62,94105.66
2013-11-19,2013,11,Timed Entry+Exit,BUY,,GEOJITFSL,11.69,185116.51
2013-11-19,2013,11,Timed Entry+Exit,SELL,,SUNFLAG,15.63,91010.85
2013-11-26,2013,11,Timed Entry+Exit,SELL,,KRBL,27.87,17439.7
2013-11-29,2013,11,Timed Entry+Exit,BUY,,MAHSEAMLES,70.72,17439.7
2013-12-05,2013,12,Timed Entry+Exit,SELL,,OBEROIRLTY,173.99,2354.55
2013-12-11,2013,12,Timed Entry+Exit,SELL,,JINDRILL,179.14,8993.68
2013-12-23,2013,12,Timed Entry+Exit,BUY,,SUNFLAG,14.75,18668.73
2013-12-23,2013,12,Timed HODL,BUY,signal,SUNFLAG,14.75,7320.5
2013-12-30,2013,12,Timed Entry+Exit,SELL,,MAHSEAMLES,68.9,16974.75
2014-01-01,2014,1,Timed Entry+Exit,BUY,,MAHSEAMLES,70.97,25027.3
2014-01-01,2014,1,Timed HODL,BUY,signal,MAHSEAMLES,70.97,8052.55
2014-01-23,2014,1,Timed Entry+Exit,SELL,,GEOJITFSL,13.19,208668.95
2014-01-28,2014,1,Timed Entry+Exit,SELL,,MAHSEAMLES,71.84,25307.37
2014-02-10,2014,2,Timed Entry+Exit,BUY,,THANGAMAYL,67.41,242028.87
2014-02-10,2014,2,Timed HODL,BUY,signal,THANGAMAYL,67.41,8052.55
2014-03-11,2014,3,Timed Entry+Exit,SELL,,SUNFLAG,18.25,23067.2
2014-03-25,2014,3,Timed Entry+Exit,SELL,,THANGAMAYL,63.98,229459.89
2014-04-23,2014,4,Timed Entry+Exit,BUY,,THANGAMAYL,63.44,268632.18
2014-04-23,2014,4,Timed HODL,BUY,signal,THANGAMAYL,63.44,16105.1
2014-05-02,2014,5,Timed Entry+Exit,SELL,,THANGAMAYL,60.29,255059.49
2014-05-22,2014,5,Timed Entry+Exit,BUY,,THANGAMAYL,70.69,263112.04
2014-05-22,2014,5,Timed HODL,BUY,signal,THANGAMAYL,70.69,8052.55
2014-07-16,2014,7,Timed Entry+Exit,SELL,,THANGAMAYL,83.14,309121.18
2014-08-08,2014,8,Timed HODL,BUY,fallback,JUBLFOOD,109.86,24157.65
2014-11-05,2014,11,Timed HODL,BUY,fallback,ADANIPOWER,9.54,8052.55
2014-11-05,2014,11,Timed HODL,BUY,fallback,DVL,70.86,8052.55
2014-11-05,2014,11,Timed HODL,BUY,fallback,SUZLON,12.85,8052.55
2014-12-26,2014,12,Timed Entry+Exit,BUY,,DVL,56.39,365489.03
2014-12-26,2014,12,Timed HODL,BUY,signal,DVL,56.39,8052.55
2015-01-20,2015,1,Timed Entry+Exit,BUY,,JINDRILL,162.43,8857.81
2015-01-20,2015,1,Timed HODL,BUY,signal,JINDRILL,162.43,8857.81
2015-01-29,2015,1,Timed Entry+Exit,SELL,,DVL,51.45,333163.3
2015-04-01,2015,4,Timed Entry+Exit,BUY,,GANESHHOU,72.61,179868.36
2015-04-01,2015,4,Timed Entry+Exit,BUY,,TAJGVK,70.23,179868.36
2015-04-01,2015,4,Timed HODL,BUY,signal,GANESHHOU,72.61,13286.72
2015-04-01,2015,4,Timed HODL,BUY,signal,TAJGVK,70.23,13286.72
2015-05-04,2015,5,Timed Entry+Exit,BUY,,INDIANCARD,84.69,8857.81
2015-05-04,2015,5,Timed HODL,BUY,signal,INDIANCARD,84.69,8857.81
2015-05-07,2015,5,Timed Entry+Exit,SELL,,INDIANCARD,76.69,8012.99
2015-05-08,2015,5,Timed Entry+Exit,SELL,,GANESHHOU,67.88,167971.32
2015-05-11,2015,5,Timed Entry+Exit,BUY,,CGCL,30.88,87992.16
2015-05-11,2015,5,Timed Entry+Exit,BUY,,SUNFLAG,21.3,87992.16
2015-05-13,2015,5,Timed Entry+Exit,SELL,,TAJGVK,65.89,168582.83
2015-05-14,2015,5,Timed Entry+Exit,BUY,,INDOTECH,161.55,168582.83
2015-05-26,2015,5,Timed Entry+Exit,SELL,,JINDRILL,162.77,8867.36
2015-05-29,2015,5,Timed Entry+Exit,SELL,,CGCL,28.25,80416.75
2015-06-03,2015,6,Timed Entry+Exit,SELL,,SUNFLAG,19.41,80094.94
2015-06-08,2015,6,Timed Entry+Exit,SELL,,INDOTECH,148.6,154914.08
2015-06-12,2015,6,Timed Entry+Exit,BUY,,SHAKTIPUMP,30.51,333150.95
2015-06-12,2015,6,Timed HODL,BUY,signal,SHAKTIPUMP,30.51,8857.81
2015-06-29,2015,6,Timed Entry+Exit,SELL,,SHAKTIPUMP,27.61,301221.3
2015-07-02,2015,7,Timed Entry+Exit,BUY,,SHAKTIPUMP,30.06,310079.11
2015-07-02,2015,7,Timed HODL,BUY,signal,SHAKTIPUMP,30.06,8857.81
2015-07-29,2015,7,Timed Entry+Exit,SELL,,SHAKTIPUMP,28.85,297273.35
2015-08-06,2015,8,Timed Entry+Exit,BUY,,CGCL,27.32,306131.16
2015-08-06,2015,8,Timed HODL,BUY,signal,CGCL,27.32,8857.81
2015-08-26,2015,8,Timed Entry+Exit,SELL,,CGCL,25.6,286606.07
2015-08-28,2015,8,Timed Entry+Exit,BUY,,THANGAMAYL,83.82,286606.07
2015-09-01,2015,9,Timed Entry+Exit,BUY,,JSWENERGY,63.72,8857.81
2015-09-01,2015,9,Timed HODL,BUY,signal,JSWENERGY,63.72,8857.81
2015-09-07,2015,9,Timed Entry+Exit,SELL,,THANGAMAYL,78.28,267397.14
2015-09-11,2015,9,Timed Entry+Exit,BUY,,ADANIPOWER,4.47,267397.14
2015-10-06,2015,10,Timed Entry+Exit,BUY,,ACE,39.42,8857.81
2015-10-06,2015,10,Timed HODL,BUY,signal,ACE,39.42,8857.81
2015-11-09,2015,11,Timed Entry+Exit,SELL,,JSWENERGY,78.75,10935.5
2015-11-10,2015,11,Timed Entry+Exit,SELL,,ADANIPOWER,5.39,322109.64
2015-11-17,2015,11,Timed Entry+Exit,BUY,,MAHSEAMLES,67.24,341902.95
2015-11-17,2015,11,Timed HODL,BUY,signal,MAHSEAMLES,67.24,8857.81
2015-11-27,2015,11,Timed Entry+Exit,SELL,,ACE,41.86,9397.31
2015-12-17,2015,12,Timed Entry+Exit,BUY,,JUBLFOOD,142.66,18255.12
2015-12-17,2015,12,Timed HODL,BUY,signal,JUBLFOOD,142.66,8857.81
2016-01-07,2016,1,Timed Entry+Exit,SELL,,MAHSEAMLES,71.75,364496.9
2016-01-08,2016,1,Timed Entry+Exit,SELL,,JUBLFOOD,133.1,17014.75
2016-02-03,2016,2,Timed Entry+Exit,BUY,,SHILPAMED,210.9,400998.84
2016-02-03,2016,2,Timed HODL,BUY,signal,SHILPAMED,210.9,19487.18
2016-02-18,2016,2,Timed Entry+Exit,SELL,,SHILPAMED,202.35,384344.31
2016-02-23,2016,2,Timed Entry+Exit,BUY,,ACE,35.35,384344.31
2016-03-01,2016,3,Timed Entry+Exit,BUY,,OBEROIRLTY,220.68,9743.59
2016-03-01,2016,3,Timed HODL,BUY,signal,OBEROIRLTY,220.68,9743.59
2016-03-30,2016,3,Timed Entry+Exit,SELL,,OBEROIRLTY,226.77,10002.68
2016-03-31,2016,3,Timed Entry+Exit,BUY,,BIRLAMONEY,20.9,5001.34
2016-03-31,2016,3,Timed Entry+Exit,BUY,,OBEROIRLTY,233.2,5001.34
2016-04-11,2016,4,Timed Entry+Exit,SELL,,OBEROIRLTY,224.75,4815.31
2016-05-26,2016,5,Timed Entry+Exit,SELL,,ACE,38.19,414851.34
2016-06-02,2016,6,Timed HODL,BUY,fallback,ACE,38.67,1948.72
2016-06-02,2016,6,Timed HODL,BUY,fallback,AMJLAND,13.58,1948.72
2016-06-02,2016,6,Timed HODL,BUY,fallback,CGCL,24.77,1948.72
2016-06-02,2016,6,Timed HODL,BUY,fallback,DVL,63.61,1948.72
2016-06-02,2016,6,Timed HODL,BUY,fallback,EIMCOELECO,329.89,1948.72
2016-06-02,2016,6,Timed HODL,BUY,fallback,ELECON,27.42,1948.72
2016-06-02,2016,6,Timed HODL,BUY,fallback,HBLENGINE,30.28,1948.72
2016-06-02,2016,6,Timed HODL,BUY,fallback,HILTON,14.71,1948.72
2016-06-02,2016,6,Timed HODL,BUY,fallback,JSWENERGY,63.45,1948.72
2016-06-02,2016,6,Timed HODL,BUY,fallback,JUBLFOOD,99.5,1948.72
2016-06-02,2016,6,Timed HODL,BUY,fallback,RKFORGE,72.63,1948.72
2016-06-02,2016,6,Timed HODL,BUY,fallback,SHILPAMED,227.47,1948.72
2016-06-02,2016,6,Timed HODL,BUY,fallback,SUZLON,14.23,1948.72
2016-06-02,2016,6,Timed HODL,BUY,fallback,V2RETAIL,5.3,1948.72
2016-07-04,2016,7,Timed Entry+Exit,BUY,,CGCL,25.88,458641.01
2016-07-04,2016,7,Timed HODL,BUY,signal,CGCL,25.88,11692.31
2016-08-04,2016,8,Timed Entry+Exit,SELL,,BIRLAMONEY,25.45,6084.06
2016-08-19,2016,8,Timed Entry+Exit,SELL,,CGCL,30.79,545080.42
2016-09-30,2016,9,Timed HODL,BUY,fallback,ADANIPOWER,4.98,1391.94
2016-09-30,2016,9,Timed HODL,BUY,fallback,AMJLAND,16.66,1391.94
2016-09-30,2016,9,Timed HODL,BUY,fallback,DVL,61.08,1391.94
2016-09-30,2016,9,Timed HODL,BUY,fallback,ELECON,27.95,1391.94
2016-09-30,2016,9,Timed HODL,BUY,fallback,GANESHHOU,69.53,1391.94
2016-09-30,2016,9,Timed HODL,BUY,fallback,GENUSPOWER,38.24,1391.94
2016-09-30,2016,9,Timed HODL,BUY,fallback,HBLENGINE,29.59,1391.94
2016-09-30,2016,9,Timed HODL,BUY,fallback,HILTON,14.01,1391.94
2016-09-30,2016,9,Timed HODL,BUY,fallback,JSWENERGY,67.74,1391.94
2016-09-30,2016,9,Timed HODL,BUY,fallback,JUBLFOOD,94.38,1391.94
2016-09-30,2016,9,Timed HODL,BUY,fallback,RKFORGE,67.16,1391.94
2016-09-30,2016,9,Timed HODL,BUY,fallback,SHAKTIPUMP,20.16,1391.94
2016-09-30,2016,9,Timed HODL,BUY,fallback,SUZLON,13.64,1391.94
2016-10-13,2016,10,Timed Entry+Exit,BUY,,GENUSPOWER,40.7,580395.25
2016-10-13,2016,10,Timed HODL,BUY,signal,GENUSPOWER,40.7,11135.53
2016-11-10,2016,11,Timed Entry+Exit,BUY,,SUZLON,13.82,9743.59
2016-11-10,2016,11,Timed HODL,BUY,signal,SUZLON,13.82,9743.59
2016-11-23,2016,11,Timed Entry+Exit,SELL,,SUZLON,12.99,9151.76
2016-11-25,2016,11,Timed Entry+Exit,BUY,,ARROWGREEN,407.31,9151.76
2016-12-01,2016,12,Timed Entry+Exit,BUY,,JSWENERGY,54.34,4871.8
2016-12-01,2016,12,Timed Entry+Exit,BUY,,JUBLFOOD,89.0,4871.8
2016-12-01,2016,12,Timed HODL,BUY,signal,JSWENERGY,54.34,4871.8
2016-12-01,2016,12,Timed HODL,BUY,signal,JUBLFOOD,89.0,4871.8
2016-12-06,2016,12,Timed Entry+Exit,BUY,,ELECON,25.61,2284.76
2016-12-06,2016,12,Timed Entry+Exit,BUY,,GENUSPOWER,36.8,2284.76
2016-12-06,2016,12,Timed Entry+Exit,SELL,,JUBLFOOD,83.56,4569.52
2016-12-20,2016,12,Timed Entry+Exit,SELL,,GENUSPOWER,34.71,496584.12
2016-12-21,2016,12,Timed Entry+Exit,BUY,,GENUSPOWER,37.77,496584.12
2016-12-26,2016,12,Timed Entry+Exit,SELL,,ARROWGREEN,420.25,9433.01
